,Unnamed: 0,comment_text,id,identity_hate,insult,obscene,set,severe_toxic,threat,toxic,toxicity
27283,141933, hope you don  t mind  but i extended your block of to one week it was the second time and the vandalism was pretty bad first hour block didn t seem to do the trick so i felt one week may no problems if you want to use your time  i just wanted to notify you of the change talk thanks  for reverting vandalism to my user page  seen this already i know two of your brothers e  talk contribs moline a few days ago i asked you why you reverted my efforts on the moline  illinois page and either i didn t get a response from you or i didn t receive it in your initial message to me  given at the time when you reverted all of the work i had done  you called my efforts vandalism and nonsense  i realize this is probably a auto generated message sent in response to a flagged  accidental  event  but given that i ve made several attempts to communicate to you  via this page as well as four or five times thru the original vandalism nonsense to which to you responded  once with  i might add  a tone that was less than in keeping with the tone i see when i read the messages on this page nevertheless  what i was trying to accomplish with the moline page was to take a wikipedia entry that was woefully lacking and add some real value to it  i had added the the moline page a location air travel major interstate highways sports gambling and landmarks  and notable bridges sections additionally  i completely revamped the schools section into an education section that provided internal and external links to every school mentioned you removed all of that btw  i tried to document all of my efforts in the discussion page  so anyone could see what i was trying to do  make the moline page better before i found it  it was little more than a glorified rundown of which neighborhood has more mexicans than the next  and i found it simply too racist to let stand yes  i also was trying to edit the neighborhood section  to remove the racism  but also better demonstrate the real flavor and history of the town thanks to you  the history and flavor is gone  and the racism is back congratulations a final request  if you see fit to keep my efforts out of the wiki  then please be so kind as to be consistent  for i still see the results of my writing on the moline page if you are going to remove my work and have the moline page reflect the rants of one racist hick  please be consistent and completely remove all of my work either keep all of my work in  or none of it thanks  and kind regards march utc the preceding unsigned comment was added by talk contribs april utc  ,f7474e9a1861d7ed,0.0,0.0,0.0,train,0.0,0.0,0.0,0
102331,16489,it s called playing the wp point game  since his afd is doomed again what s up  doc ,2b783333c8b1f12f,0.0,0.0,0.0,train,0.0,0.0,0.0,0
154407,15023,yes  i believe i ve already said that the point in this case is answered  i ve explained the broader question i was asking twice so i ll just wait to see if anyone else has an answer  if no one so be it ,27b66577568ee293,0.0,0.0,0.0,train,0.0,0.0,0.0,0
36656,34370, nationalists first of all this is not a place for your pro terrorist  nazi  separatist propaganda  kosovans don t and never existed if you mean serbians in southern serbia  kosovo  then yes  anyway article claims guard is formed of nationalists  serbian nationalists  and serbian nationalist parties together with serbian nationalist organization absolutely don t support this organization and claim that all military actions should be made by serbian army  that unlike guard who had only members  has members including volunteer  serbian pvo and saf  paramilitary  professionals and reserve serbian nationalist organizations like etc  also support that all actions in south serbia  kosovo  should be done by serbian army  so i don t think we should put nationalist  but i still won t remove it  ,5bcc4fff6d24417b,0.0,0.0,0.0,train,0.0,0.0,0.0,0
116392,151187,on a personal note  thanks for cleaning up the citations on reading company  pennsylvania railroad  and conrail  in the future could you please use edit summaries  so that i and other editors know what changes you re making  thanks again  talk ,79035e14bff6f1c1,0.0,0.0,0.0,train,0.0,0.0,0.0,0
37298,11331, no personal attacks please and i have now opened a discusson for you at wikipedia talk wikiproject football unofficial caps  fifa or national association talk ,1e052d30d6bce2c5,0.0,0.0,0.0,train,0.0,0.0,0.0,0
19420,151528, candidate for deletion this seems like a serious article with some serious problems  the lead pseudophilosophy is a term  has no sourcing  the lead  and especially the first paragraphy of an article  is like a definition and therefore requires sourcing  the body of the article is sourced  but it s just a list of where pseudo philosophy has been used before  but does not justify the lead  i tried myself to quickly find some reliable source that would justify the lead  but couldn t find anything  the section accusations against popular philosophers should probably be removed the way it is now  two of the entries are un cited and the rand citation is by a writer of unknown qualifications  also  i can see this section degenerating into a philosophy i  hate  list  the article seems to me  the way it is now  to be a candidate for deletion  ,7eb42ae482ac14b1,0.0,0.0,0.0,train,0.0,0.0,0.0,0
59158,87120,about this things since you been in englewood ,e9102973c0652f0e,0.0,0.0,0.0,train,0.0,0.0,0.0,0
27219,127986, hold on  i m misreading you  i had proposed  rr for him i assumed that applied to the current episode  as far as i can tell  you re proposing no sanction at all ,ac8abb31aeea1d02,0.0,0.0,0.0,train,0.0,0.0,0.0,0
89379,143228,i can t speak for jimbo  but if i were in his position i would consider it an obligation to enforce the integrity of wikipedia in extreme cases like this  in spite of any disproportionate controversy that may possibly result from my actions  this seemed like a clear cut case of administrator abuse to me  i m a centrist  no bias accusations please most of the small handful of people who know about this controversy will forget about it within a week or month  the article  on the other hand  would be lost forever  the knowledge therein stolen from innumerable potential readers  think of the bigger picture  and moreover  consider these overreactions and what they implicate ,fdf398372e9c60dd,0.0,0.0,0.0,train,0.0,0.0,0.0,0
5785,20830,  i think all your edits are listed here by article  digame ,36f67f6c31f4f864,0.0,0.0,0.0,train,0.0,0.0,0.0,0
155822,25402,you are probably right about am wood  did you check the other xis i piped them mostly by  educated  guess work  talk contribs ,434130ce1d5faeca,0.0,0.0,0.0,train,0.0,0.0,0.0,0
55393,116277, whom do you cheat  if you were not emotionally involved you would move to deal with something else  analysis of your contributions shows that you are obsessed with fighting for jew ish cause  as for your remark is the israel shamir article a jew ish subject i thought he was a christian  it is disingenious at best  sneaking at worst  ,6da319ab603dbd29,0.0,0.0,0.0,train,0.0,0.0,0.0,0
232,20271,  actually what is happening is wikipedia editors are doing what they should not be doing trying to apply their own opinions and what is essentially original research  watkins is referred to as a pedophile by multiple highly reliable sources  all of these sources are referring to him as a pedophile per the clinical sense  one who is  sex ly attracted to children it is not our place to accept or reject this information  are there reliable sources anywhere that are arguing the man is not a pedophile  if that were the case  i can see why this would be up for debate  but it s not nobody is claiming the man is not a pedophile  additionally  before you argue that we don t know whether watkins is  sex ly attracted to children  i highly suggest you actually take a look at the facts of the case and all the activities he has been involved  if you can t be bothered to do that because it sickens you  then fine  but don t claim that there s just no way for anyone to know  yo ,3589cbc1e1dde1c9,0.0,0.0,0.0,train,0.0,0.0,0.0,0
8476,3221,  npvo is mostly just about the edit left by if someone with some knowledge of this topic would clean it stylistically from this fateful day shudder  and then take out the snide quips that would help  ,08b443250d0e53f0,0.0,0.0,0.0,train,0.0,0.0,0.0,0
36992,105570, nicosia is the only capital of republic of cyprus  all greek and turkish cypriots wikipedia users want to see an end to an article which presents nicosia as capital of turkish occupied northern cyprus wikipedia users who remove turkish illegally occupied  northern nicosia are banned by users who serve turkish interests  this will be administrated to wikipedia offices by e mailing  ,34dbfd7a124c87db,0.0,0.0,0.0,train,0.0,0.0,0.0,0
93619,25509,i m not one of your students  talk to me like an adult or shut up ,43893ddfd1beca02,0.0,0.0,0.0,train,0.0,0.0,1.0,1
44779,120909, secondly  it has nothing to do with the diplomat  wikipedia s rules would argue he is not notable enough for his own article  therefore his disclaimer  to distinguish between the diplomat and the radio talkshow host  shouldn t be necessary,86df497099091fe5,0.0,0.0,0.0,train,0.0,0.0,0.0,0
50643,31412, there s a note at the top of the page that explains some of this creationism can also refer to creation myths  or to a concept about the origin of the soul  for the movement in spanish literature  see creacionismo  the article attempts to give due weight to relevant sources if you believe that there are important sources that have been left out or that were not given due consideration  please do point us toward those sources  and you are  of course  always welcome to add material yourself  or discuss proposed changes thanks  ,5366fc7e8605ba16,0.0,0.0,0.0,train,0.0,0.0,0.0,0
9393,102158,  pluto is just a big cheeseball  that s it  all it is is a big cheeseball  how do i know this  i went to a special science lab  so now we know we know what it is we don t have to wonder what it s made of,22bd338c4bd6ba55,0.0,0.0,0.0,train,0.0,0.0,0.0,0
24350,94004, for richard feb unfortunately haar reviewed the book this is not about explsion it is about ethnic cleanings before done by germans and scientists who supported this ideas  overmans book deutsche milit  rische verluste im zweiten weltkrieg  is strictly about german military losses nothing more nothing there about expulsion i confess that i don t know what nitschke has to say on this subject she says of around million germans within the lands of post war poland in six million fled or were evacuated million were expelled  one million were verified as poles remained in poland as a german minority  and up to million died  p thus that means total millions deaths she also says though estimates of the dead range widely  as many as a million germans perished during flight and expulsion from poland in it means in years take for consideration that so call wild expulsion started on may and the and first part of was actually the flight next she says in the long fourth chapter  nitschke turns to the expulsions  which came in three waves  during a period of wild expulsions from may to july the polish military drove up to germans across poland s new western border  the second wave of expulsions came after the potsdam conference  but before the organized  trans fer of remaining germans began in early from august to december poles expelled close to more germans in poorly organized  trans ports  the final phase involved the  trans fer of million germans in a process coordinated with british and soviet authorities in occupied germany in and ,fb5aaaaa676ddc5a,0.0,0.0,0.0,train,0.0,0.0,0.0,0
84603,46613,hey there guys this is my talk page  leave any comments questions concerns about my editing or where you think i can help with editing  i will respond to your remarks here on my talk page as well as on your own  i reply on your talk pages so that i know you got my message  and i reply here on my own so i remember who i have replied to ,7c9640b0c116badc,0.0,0.0,0.0,train,0.0,0.0,0.0,0
156815,88765,you have obviously researched wimbledon girls more thoroughly than me  this out recently  http books google co uk books id l k baqbaj dq  smile in portraiture source  gbs navlinks s it s an interesting area  i don t think you could say the typical ziegfeld girl wrapped up warm  picture redacted  though it depended whether she was a show girl or a chorus girl  a distinction i had not appreciated before i wrote that article  dolores was the former and kept her clothes on  because the clothes were what it was all about ,ed77b98348dbd39b,0.0,0.0,0.0,train,0.0,0.0,0.0,0
9662,78079,  replied at user talk cagefightmedia  where this conversation began ,d10140dcd8cf4f7f,0.0,0.0,0.0,train,0.0,0.0,0.0,0
107825,9778,marcusaurelius why exactly was this user banned ,19deb35c47d9ba1d,0.0,0.0,0.0,train,0.0,0.0,0.0,0
33164,45978, jehovah s witnesses related question hi jeffro i don t remember ever actually writing any wikipedia comments before  so forgive me if my formatting ends up wonky  i was just looking for lists of watchtower publications to help me with my collection  when i stumbled across this page and section https en wikipedia org wiki list of watch tower society publications primary study aids  https en wikipedia org wiki talk list of watch tower society publications study aids  the heading these publications are intended to convert interested individuals struck me as a bit jarring and out of place  for one  the immediate next header is secondary aids are considered just before or shortly after baptism so it is not even consistent  secondly  i am not sure that i agree with the talk page reason you give for keeping the header  as it includes original research  private interpretation of primary sources  and citations of a publication that might not even apply to all of the books listed  e g how does a s kingdom ministry support the statement that studies in the scriptures is intended to convert interested individuals thirdly and lastly  making statements about intent is always notoriously difficult and subject to conflicting interpretation  while making statements of fact is much simpler and should be preferred  with that in mind  a possible alternative header might be something like these publications are generally considered prior to baptism it is concise  clear  consistent with the other headers and doesn t make assumptions about intent  only fact  may i have your thoughts you have previously commented at wikipedia talk pages  and you had mastered wiki formatting such as indenting at the time  you also referred to yourself in the third person a few times  i hope you ve recovered from that oddity the intended purpose of the  bible study  program offered by jehovah s witnesses most definitely is to convert individuals to the jw faith  though the students are not told of that goal at the outset of the study  for example your goal is to help the student achieve greater insight into the truth  qualify as an unbaptized publisher  and become a dedicated and baptized witness of jehovah our kingdom ministry  april page chapter of what does the bible really teach pages your alternative wording would therefore be misleading  because the students don t start out with any intention of being baptised as members of the religion they just think they re  learning more about the bible your wording would only be suitable if the order of events was a  a person wants to be baptised as a jw  b  they study the necessary literature  c  they get baptised  i have added references to the article supporting the fact that the publications are used with the goal of converting individuals  pediainsight can you supply diffs of plagiarism copyvios  if that is genuinely what the user is doing then i have this shiny banhammer in my tool belt  guy for a few examples previously indicated  see user talk pediainsight citations  more recently  his edits at homeopathy plagiarised an extract of dana ullman s book  if you d like other specific examples  please advise which ones  line breaks thanks for your contributions to the tonga adventist article  a minor point  you have been removing line breaks from the end of sentences  see wikipedia manual of style accessibility text  do not insert line breaks within a sentence  since this makes it harder to edit with a screen reader  a single line break may f,7adcdccc646a0269,0.0,0.0,0.0,train,0.0,0.0,0.0,0
107117,116389,loosely speaking the probability of an event is the number of positive outcomes divided by the number of all possible outcomes  throw a dice  probability of getting a is but now consider something where you have an infinite number of possible outcomes  pick a random number between and the probability of getting exactly pi is infinity however it is not  impossible  to get pi  just very very unlikely  of course this is very much a theoretical concept  since in pretty much all real world applications you have only a finite number of possible outcomes ,6e2da39874088760,0.0,0.0,0.0,train,0.0,0.0,0.0,0
57420,69691, you must know that rodhullandemu and davidtokyo view the cilla black page as their own personal property and thus will not allow any edits to be made without their consent  it s a waste of time trying to improve the article unless they explicity permit it  i d not bother again if i were you  and alas  since neither has anything better to do and regard wikipedia as a job you ll never get one over on either of them  ,ba6d4c1b20f7bbdb,0.0,0.0,0.0,train,0.0,0.0,0.0,0
102859,135171,it should be noted that my reference requests are being consistently removed and i have been threatened with banning if i continue to disrupt the article by holding the body of the text to the same standard that the nwa argument is being held to  is wikipedia supporting bad history  or does it only allow posts that seem acceptable in the eye of the beholder ,d306606d9dfde876,0.0,0.0,0.0,train,0.0,0.0,0.0,0
103395,80018,j bar and c fred onorem are having group ass sex together all three of them are wikipedians who are going to get owned  they like to share things such as aids and another assoertment of std s ,d61cb67dc00b89f6,0.0,0.0,0.0,train,0.0,0.0,0.0,0
47039,113341, struck out sources that are disputed due to a  methodological conclusion flaws  b  strong bias against someone something c  is disputed by an editor here for another reason  age  tone  content  etc,5e1b816ea698d6cb,0.0,0.0,0.0,train,0.0,0.0,0.0,0
41479,98848, please stop removing content from wikipedia  it is considered vandalism  if you want to experiment  please use the sandbox  thank you  ,10c955efb354b4aa,0.0,0.0,0.0,train,0.0,0.0,0.0,0
101049,122656,is it perhaps not true that  before fiat money  inflation was adding one or millions of monetary units to the money supply  with the advent of fiat money what you call creating money out of thin air  a reality or fact that you are in total denial about  although the whole world economy operates like that and there is no sign that it is going to change even more in denial than you accuse us mainstreamers of  so prices rise as the result of a complex of economic activities  at the same time the money supply increases as well as a third factor operating at the same time  that is  actual new wealth created in the economy  since only a specific level of money supply is required at any specific level of wealth in the economy  the rise in the general price level indicating inflation  is the way inflation is revealed as well as measured ,901b9be6e2de455f,0.0,0.0,0.0,train,0.0,0.0,0.0,0
119494,136735,please help out with generation love  i ve done quite a bit only to be reverted ,db798582e093096e,0.0,0.0,0.0,train,0.0,0.0,0.0,0
51476,12607, time traveler issue in hindsight it has been a little over months since this story was first reported  and obviously all the hysteria around it has died down  a google search for news articles related to the story has shown that the incident has only been reported once in the past months  this one page was an end of the year summation that is typically seen at this time of year  since this story only managed to be mentioned on one of these lists it is safe to say that this is clearly a flash in the pan and i am now removing it from both here and the internet phenomena page the end ,216ea8eed62031ef,0.0,0.0,0.0,train,0.0,0.0,0.0,0
21304,67656, december utc  is there a way to block some of the more overt agw activists like guettarda and chriso  they are as bad as the first group you mentioned and deserve similar treatment ,b5025945908e09f8,0.0,0.0,0.0,train,0.0,0.0,0.0,0
147958,84105,well  i could do with help on how to fix a broken link  i was only trying to help  please email me john dot harnett at gmail dot com,e10983a9da7f3b7f,0.0,0.0,0.0,train,0.0,0.0,0.0,0
135240,120477,thanks for experimenting with wikipedia  your test worked  and has now been reverted or removed  please use wikipedia sandbox for any other tests you want to do  since testing in articles will be reverted quickly  please see the welcome page if you would like to learn more about contributing to our encyclopedia  thanks may utc ,845f72c1df29ce48,0.0,0.0,0.0,train,0.0,0.0,0.0,0
17515,84876, as per this policy  we use the term million as it is international in value  and so that non indians can understand  ,e3223bbe95a4df06,0.0,0.0,0.0,train,0.0,0.0,0.0,0
39362,22041, origin  parts of this article particularly the origin section not only failed to cite reliable sources  it also left out material facts as regards to the true origin of takrur  also spelt tekrur in this regard  it totally left out the history of the serer people  also spelt serere seereer s  r  re and sereer who are not only the oldest inhabitants of senegambia along with the jola people  source  gambian studies no people of the gambia  i  the wolof  by david p  gamble linda k  salmon with alhaji hassan njie  san francisco to which takrur is part of  but the article gives the impression that takrur was founded by the fula people and or only the fula when both historical and archaeological sources contradicts that claim in fact  at the date and time of raising this article for discussion  no attempt was made by certain people to acknowledge the trutful history of the serer people who resided at takrur or tekrur  edits i had previously made were vandanlised by a certain person with false and ridiculous accusations  as such  i call all interested parties for an open discussion before i start making further edit on this article that aside  there is no mention of the serer people in this article it is a fact that members of the serer group have resided in takrur for milleniums  ruled it  implanted their own royal dynasty as well as their ancient religion  the serer religion or fat rog the following is a quote from henry gravrand  author of la civilisation sereer pangool who also authored la civilisation sereer cossan since the publication of cossan history i took as a starting point of the sereer story in tekrur over years ago  i noted an important discovery  in the middle of the sahara  in the tasili the rock carvings listed by henri l hote  appears the traces of the present sereer cossan serer history  or their ancestors  a period dating back to the third or fourth millennium  this engraving represents the sereer initiation star  serer cosmology with two coiled snakes  symbols of the pangool ancestral spirits also ancient serer saints in the serer religion the rock where the star appears is the sereer symbols of the pangool which was probably a place of worship  source  henry gravrand  la civilisation sereer pangool published by les nouvelles editions africaines du senegal page isbn the history of the serer people who resided at tekrur  the influence of their culture  history  religion and tradition on the land should not and cannot be erased from history to quote issa laye thiaw  author of la femme seereer if the term religiosity expresses the commitment or devotion to a particular religion  it also applies to the serer who are jealously attached to their traditional values and show little interest in respect of religions from outside  however  few people adhere to these religions and gradually move away from the religion of the land  the latter is the object of aggression and distortion on the part of some muslims  to weaken the impact in people s minds  in this context  their serer neighbours assigned names and adjectives to things they have invented from scratch  trying to prove their superiority and that of their religion  the serer religion the serers are so far  one of the few people of senegal who are not yet fully converted to a modern foreign religion obstinately attached to the religion of their ancestors  the serers refused to change the social and religious life inherited from their ancestors  making every effort to prevent the penetration of foreign religions in their country only recently were they superficially converted to islam and christianity  source  issa laye thiaw  la religiosite de seereer  avant et pendant leur islamisation ethiopiques no revue semestrielle de culture n  gro africaine  nouvelle s  rie  volume e semestre issa laye thiaw s remarks about islam is absolutely relevant as far as this article is concerned  for a more detailed explanation of what issa laye thiaw is referring to when he said the latter is the object of aggression and distortion on the part of some muslims  to weaken the impact in people s minds please refer to maba diakhou b s discussion page the url is as follows http en wikipedia org wiki talk maba diakhou b c  a as for this article  issa s remark is relevant the article made couple of references to the implantation of islam in the kingdom of takrur and talked about how good this was for the kingdom and the people not only does this article fail to give a true account of how islam really came to takrur and how the serers and only the,3a157076c23db551,0.0,0.0,0.0,train,0.0,0.0,0.0,0
117716,5998,page name a user has reverted an edit that was going to include a uav in the list the reason stated was that  a uav isn t a specific aircraft and the army isn t part of the raaf there are quite a few aircraft in the list that are not part of the raaf moreover  all future helicopter purchases are most likely going to be either army or ran therefore  we either remove all ran and army aircraft or we move the page to  list of aircraft of the adf if you re up to it we can vote to move the page as below and i will do any changes  if any  next week  mon th march support it will make the list more comprehensive and keep the current intent ,10042fe4deb02bf5,0.0,0.0,0.0,train,0.0,0.0,0.0,0
146825,158285,warning  i am answering an editor directly when he she asks a question there is nothing personnel about the what i have written  i was asked a specific comment and i answered  this is what is called conversation ,eb82c7e33e0338f4,0.0,0.0,0.0,train,0.0,0.0,0.0,0
84470,48783,hey man you should really get a life  you sit on your lazy ass all day  you don t have a real job  get a fuck  ing hobby besides acting like a damn hero everytime you take away someones humorous edit  block me if it makes you feel any better but i dont give a  shit  and a half ,82713a497d3a562d,0.0,1.0,1.0,train,0.0,0.0,1.0,1
12681,51817,  wasn t aware you would be working for me by adding a toc if that s your attitude then don t edit wiki at all  because every edit benefits someone  your adoption of that form of wp battlefield attitude is what i mean before  your  rr block log shows your unwillingness to collaborate because you are self serving rather than community serving no personal attacks from me either  only observation of your misdeeds and mass scale bad faith reverts  also you defined the editor who toc d the cat as an spa but wp spa and arbcoms specific def  on an spa does not support your statement  so perhaps that s another example of your hostility towards ips and new editors  you are very aggressive  and the ownership like behaviour you have placed on these articles in your own interest rather than wiki s is all too evident  there is no point my beating about the bush  i m honest  you re a bad faith editor who misrepresents policy  uses it to his advantage and ignores the wider benefits of doing something good and chooses to argue instead  i ve remained perfectly civil with you  despite your intolerance and oppressive mannerisms  i don t work for you  but you chose to make my edits as a personal afront to your standards  rather than those set out by the community  you reverted articles without even knowing what you were reverting  the eric fleming article being a laughable example that you were bul reverting without a care for who or what you harmed  foregone conclusion is simple for anyone to see  you don t like ips newbs so you wp bite them harshly  rudely and subjectively with undue force ,8aaf7b465cf1148e,0.0,0.0,0.0,train,0.0,0.0,0.0,0
115847,33351,ok i didn t know the rule  fine  now tell me why you didn t discipline the other party who kept removing sourced text without any explanation ,58e5ee5a5cb1c48c,0.0,0.0,0.0,train,0.0,0.0,0.0,0
44079,693, reviewing blocks  you said i d also like to ask you that in future  for the sake of fairness and due process that you do not decline the unblock requests of users you block yourself unless the request is pure nonsense or abusive  from an ethical  reviews of blocks are meant to be carried out by a  rd party  will do i thought it was pretty clear in this case  given the editor s user page  gnaa  etc etc etc that the unblock request was pure nonsense also  i was under the impression that the unblock request would still be visible and reviewed by other admins i ll be more careful in the future  ,01dfd54de655b50e,0.0,0.0,0.0,train,0.0,0.0,0.0,0
115670,139735,ok  science apologist i presume  i have noted your fresh anti masreliez campaign  my vote is already cast  or has the system changed  as the spaniards have  from not counting votes to just judge by the strength of arguments ,ebcd0d40396c46e0,0.0,0.0,0.0,train,0.0,0.0,0.0,0
14961,141599, a quote many psychometricians and behavioral geneticists believe that high heritability of iq test scores within racial groups coupled with environmental hypotheses failing to account for the differences between the mean scores for groups lends plausibility to explanations of mean differences in terms of genetic factors  ,f5901d8a3ec35172,0.0,0.0,0.0,train,0.0,0.0,0.0,0
96004,19950,i think this is the ip address that was on the day ban  i have so many banned right now,34b384f048dc0a2a,0.0,0.0,0.0,train,0.0,0.0,0.0,0
156872,113390,you haven t read the item i tried to call your attention to  after you failed to read the very polite note immediately below which you placed your infobox  which also asked you to read it will you look at it now  please  here it is again  for the third time  wikipedia wikiproject classical music biographical infoboxes  ,5e6d24a6ec0cf420,0.0,0.0,0.0,train,0.0,0.0,0.0,0
78347,126834,fixed article was fixed  thanks ,a64c0bae970fdeae,0.0,0.0,0.0,train,0.0,0.0,0.0,0
49410,49485, the first clip is exactly tayt and the second clip is between tayt and tight ,844ef2faf65aa204,0.0,0.0,0.0,train,0.0,0.0,0.0,0
114520,71249,of course the sentence is redundand as the above statement already makes a statement over the us being very powerful ,beb5f693bee6fe97,0.0,0.0,0.0,train,0.0,0.0,0.0,0
45280,36077, short and sweet i was logged in wiki unlogged as i made my save  bizzarre  all you ever wanted was a npov article you should stick to something you know and care aboutthat you can give a fair and accurate perspective on why would you choose ron gostick unless you had a biasyour don t give a rat s shows your contempt for the subject of the article to begin with and evidently your bias as i said  whoever started this article couldn t even get the dates correct and was filled with all kinds of hostile language as you said the wiki researched links you provided are more of that kind of prejudice ,60667707644cc246,0.0,0.0,0.0,train,0.0,0.0,0.0,0
105230,143881,kmccoy  i agree with you  if you look at my changes today  i included only the birth dates of the two children who are now adults  one of whom has a wikipedia article already  with three independent sources for track s birth date of april and i included the birth date for baby trig  since he was so much in the news last year  i was trying to find a compromise position  there is no consensus here for including or for excluding  and  if you read previous talk pages  you will see no consensus there either in the spirit of erring on the side of more information  wikipedia s mission is to inform  after all i made today s revision  the immediate reversion  wiping out all birth dates  except that of little tripp johnston  certainly the most irrelevant birth date of all is a bit risible and does not demonstrate any consensus either  as for the sources  i shall find better ones  but that argument is a red herring  no one has found any other birth date for track other than april all the sources  weaker or stronger  agree on the birth date i have read wp undue  it supports including neutral factual information  birth dates fall into that category  i really don t see where the problem is here  i shall not continue to include the birth dates in the article  but this demonstrates that wiki articles need more consistent management  it is troubling that there is a small minority who insist upon exclusion when wikipedia should stand for inclusion ,03fe77c85411f329,0.0,0.0,0.0,train,0.0,0.0,0.0,0
154888,137466,yes i see  i think the opposition is based on a misinterpretation of naming guidelines  i ll comment soon ,df98251df476f467,0.0,0.0,0.0,train,0.0,0.0,0.0,0
6650,19041,  indeed  my mistake  compounded by lack of attention  read xii as xvii twice sorry about that  ,3245cb191078d040,0.0,0.0,0.0,train,0.0,0.0,0.0,0
14649,138764, a barnstar for you  the socratic barnstar although the discussion is still underway  i wanted to show you my appreciation for the research and diplomacy that you have already contributed to the discussion on the kurds article  as well as the clarity and eloquence with which you articulated your position and proposal  we could never have enough editors like yourself helping on the project  keep it up  talk hist  ,e681fffd218cd4dc,0.0,0.0,0.0,train,0.0,0.0,0.0,0
94694,107613,i really must say i really must say that it isnt vandlism it is true that a devilman made a aperince in dragonball and in tenckiechi budiki i am just pointing out that fact and yes it is indead a fact end ,3f434ad98defc62d,0.0,0.0,0.0,train,0.0,0.0,0.0,0
1400,74018,  before you delete any more paragraphs ,c60b75d773934ee4,0.0,0.0,0.0,train,0.0,0.0,0.0,0
133210,5623,taylor series with lagrange and peano remainders why there s nothing about those two remainders in the article ,0f067128c6a6c7e8,0.0,0.0,0.0,train,0.0,0.0,0.0,0
143376,13106,to dayewalker can you wp prove it s original research  i ve proven it isn t  dc just calling it rubbish  which is your personal opinion that goes against wp neutral and wp coi  isn t a criteria for anything ,22b4638713fedcb0,0.0,0.0,0.0,train,0.0,0.0,0.0,0
146678,101746,wade park the whole point is that the park is much more than the museum  it s more than of a square mile so it s a significantly different entity from the museum itself because there s no article on the hd  we shouldn t have its infobox anywhere at all granted  we shouldn t have a stub for the sole purpose of filling a hole  but we also shouldn t pretend that another article fills that hole either  you are partially correct in your assertion made in the edit summary for the wade park article the park isn t the entire district  but you are also partially incorrect  you re saying  the park itself is not the district  and the national register database indicates that the park isn t even part of the district  where that i underlined is where you re erring the nrhp website lists this  roughly bounded by e st east blvd chester and euclid aves cleveland acres buildings structure  http nrhp focus nps gov natregsearchresult do fullresult true recordid http w nationalregisterofhistoricplaces com oh cuyahoga districts html unless we are looking at different nrhp websites  and you haven t either spent time in cleveland or  at the very least  looked at trhe area in question on the map  then you re not taking into account two three things the acres includes wade park  google map it the name wade park district explicitly  and even implicitly if you re familiar firsthand with the history of cleveland and this is related to my second point regarding a familiarity with the history of cleveland  jeptha wade s property  which is where wade park is and the heart of the district in question  was the seed from where all the buildings in the district sprung from  the cma  botanical gardens  natural history museum and severance hall  which all are part of the district  would not be there if wade park wasn t set aside to be the cultural epicenter that garnered it s nrhp entry lastly  given that any one of the buildings listed on the registry are technically part of the wphd  there would be no false information by including the nrhp infobox on any of those articles  which was my entire point of putting it on the cma article in the first place  the infobox being clearly labelled as wade park district is not misleading by including it on a building that is part of the district  we could argue about this ad nauseam  but what s the point of course i can make an entire article that covers the district specifically  but why just regurgitate the same stuff found in each individual wikipedia article that exists for every building that is in the hd  including the wade park itself bandwdith pollution notwithstanding  it is simply redundant  or we could make it less redundant by simply putting the infobox in one of the articles already out there  and the wade park article being the namesake for the hd would make the most sense  the article is hardly complete  and could be expanded to include an entire section specifically about the hd and relationship bewteen the two and if not that article than the cma which is the largest building in the hd  and the reason i put it there in the first  either way  the underlying question in this argument that i have for you is this  how is it productive in our task as wikipedians  and moreover as members of ohio specific wikprojects  to keep adding and removing factual info from articles with direct relationships to the subject of our debate  are we trying to make wikpedia a more informative user based encyclopedia  or are we nitpicking over how to make a piece of factual information  that is an important part of a large us city  available to those who are looking at wikipedia for information ,207884eb482c42a3,0.0,0.0,0.0,train,0.0,0.0,0.0,0
121764,100446,pu eu discussion fyi  ps  is your wiki email address up to date ,19b9f4e3e6f6b7cc,0.0,0.0,0.0,train,0.0,0.0,0.0,0
71601,27358,corporate newsletter for the most part  this entire article reads more like a statement from the company  than an encyclopedic entry on the book store ,48694bedab69a169,0.0,0.0,0.0,train,0.0,0.0,0.0,0
152679,49231,with piotrus s excellent work  i agree that it is notable  he demonstrated that it has at least two notable members and as to polish awards  yes  i would also think that in general they should count  if they are on the level of the us grammys and the like  lower level music awards would not best ,839649e835f0fc67,0.0,0.0,0.0,train,0.0,0.0,0.0,0
25236,75644, gold star editors i was searching for mention of my name in the user talk namespace  and came across user talk walkerma gold star editors  i m honoured to have my name listed there i try to be diligent  to the point of being paranoid  about fixing vandalism  i m curious though  how did you come up with that list  i can t imagine going through thousands upon thousands of edits by hand  checking for how consistently someone reverted vandalism  what kind of things did you measure to find out a person s vandalism reversion consistency ,ca6405daa56a0359,0.0,0.0,0.0,train,0.0,0.0,0.0,0
12696,152246,  we are supposed to present the article neutrally  not assert that the entire existence of this controversy originated with bill o reilly or is enforced by him  the fact is that christmas controversies are occurring  including the renamings of christmas trees to holiday trees  christmas pageants to holiday pageants  etcetera  this has nothing to do with o reilly  this has been going on long before he brought up the subject  sure  he is worth a mention  but only as much as is necessary  ,8a285f9a2a93d4b6,0.0,0.0,0.0,train,0.0,0.0,0.0,0
