,Unnamed: 0,comment_text,id,identity_hate,insult,obscene,set,severe_toxic,threat,toxic,toxicity
4140,125495,  hmm maybe i should make my own page d  or maybe ask for the source of huggle and make haiv or huggle admin  d  simply click and update i as on wiki for a bit too long yesterday but i have rested now talk cont  ,9f490119a22785b4,0.0,0.0,0.0,train,0.0,0.0,0.0,0
112391,10041,no one disagrees with my intention to remove the said sentence  i will thus proceed to remove it ,1a95393cd6368866,0.0,0.0,0.0,train,0.0,0.0,0.0,0
42953,106658, re oblateness constant haha  my lack of knowledge is showing up i was working on wikipedia wikiproject missing encyclopedic articles and  oblateness constant  showed up i attempted to define it on oblate and redirected the original  but it could do with a professional s view please do change it  cheers ,3a79f766187aea21,0.0,0.0,0.0,train,0.0,0.0,0.0,0
27420,86184, how long ago the article was nominated doesn t matter  the fact remains that it was nominated because of the addition of bs like lists of their notable members and game debut  basically information that is fancruft and  by no means  needs to be added in the article  you can t give me one good reason why this information should remain in the article  it s entirely too in universe as well  your edits make the article subject look like it was real instead of a piece of fiction  go read the umbrella policies of wp fict  if you can t give me good support for your actions  i m reverting the article  chat wit  me contributions ,e6852e3dad94e73a,0.0,0.0,0.0,train,0.0,0.0,0.0,0
87614,94106,i added encyclopedic content  you keep deleting it  you demanded i source the material  i did  not because i obey you  o fellow volunteer editor  but because i wanted to  you then claim copyright violation on public domain material posted at archive org  of lyrics which were taken from what is clearly the public domain poem purple cow of the s fuck off cunt if you want  i ll accuse you of ill will in a broader wikipedia forum  bring it on ,fbaaa23bfe94f705,0.0,0.0,0.0,train,0.0,0.0,1.0,1
4341,125271,  i agree to some of your claims and appreciate your suggestions but i would like to point out that you have removed literally all statistics and some of them are clearly appropriate  i ve deliberately put life expectancy in comparison to other advanced economies to make it clear the comparisons give a clear indication of the progress s korea has made and is not a pov  you can find such comparisons in almost all economy section of country articles  such as that one in portugal  in other words  some comparisons are appropriate and should not be completely removed  as i say  you reverted all of my edits  so i did agree with some of your edits  which i left out or reworded in an appropriate manner  i do agree with the picky statistics  and removed comparisons in industrial outputs  for all comparisons made  i included reason why it is made  so it is made clear that it is not a pov  some of your claims are vague  such as due to its healthy manufacturing base which clearly points to original research  you have also removed the imf forecasts without a valid reason  which is clearly appropriate to show where s korea is heading right now and useful in demonstrating the speed at which it is growing  i do agree to the technology section and removed some comparisons  my point is that you can t remove all the statistics just because you or some wikipedia readers think it is making comparisons achievements should be recognized and the best way to do so is through comparison  if you have an issue with my new edit  please feel free to talk to me but be very specific about what you disagree with  thanks  ,9e0cca8d8ff27220,0.0,0.0,0.0,train,0.0,0.0,0.0,0
29159,7709, i just wonder how  can say one day i can postively attest that waya sahoni and jeff merkey are not the same person  i am acquainted with both and know that they are two totally different individuals and the next i have never personally met jeff merkey nor waya sahoni face to face if he lost his account simply because he lied  too bad for him  however  i m still convinced that the two sentences were not written by the same person  ,14802f9aecc14f12,0.0,0.0,0.0,train,0.0,0.0,0.0,0
123678,122965,redirect talk family secrets film ,91d78d3b69b33692,0.0,0.0,0.0,train,0.0,0.0,0.0,0
38873,98232, okay  i ll try to find that online from a reputable source and link it  what if i don t find that  i know exactly where and when i read it  it was the second issue of the piedmont post after the election  i am sure it was published as far as i know  only county results are posted online  the county may be even more liberal than piedmont  thanks ,0d6737a3d3eb2af6,0.0,0.0,0.0,train,0.0,0.0,0.0,0
152852,23679,work ip i d just like to point out that this ip is that of a workplace  therefore many different people may use this at any given time  assyrian people,3e8db8bfbfa0646e,0.0,0.0,0.0,train,0.0,0.0,0.0,0
141987,144829,this is bull shit i  hate  you all ,130d91a57492b421,0.0,0.0,1.0,train,0.0,0.0,1.0,1
69117,15890,capital punishment  just like bolte  user purrum loves capital punishment to death  you wouldn t want user purrum on your jury  user purrum will find you guilty  even though there may not be any scientific ballistic forensic evidence of proof  user purrum will find ways to manipulate evidence and make sure you get executed  go to user purrum history of contributions for proof,29f3ba890e6d570d,0.0,0.0,0.0,train,0.0,0.0,0.0,0
128724,49024,silly people it is the right of the free world for them to decide who is silly and who isn t  it cannot be considered vandalism for me to offer people to choice to follow a link to a page where they can express which individuals they feel are silly people should be free to edit this page at their own will  it is not the place of you or anyone else to decide who is silly and who isn t  allow this page to go on and allow the people to decide ,8311f7e873f4d8bc,0.0,0.0,0.0,train,0.0,0.0,0.0,0
103099,37355,it will improve  keep ,63bbe31993071e9f,0.0,0.0,0.0,train,0.0,0.0,0.0,0
122280,20154,railway line templates i m still a novice when it comes to editing these templates so thanks for the advice as regards reducing the text size  redrose ,3539f7b97c185afd,0.0,0.0,0.0,train,0.0,0.0,0.0,0
76161,76493,elected oregon hello fellow wikiproject oregon folks and entities  thanks to those who helped out with improving vera katz and history of oregon during the last collaboration of the week  as you may have noticed  we have changed the banners a bit  but not our dedication to everything oregon  this week  in honor of the political process  we have  current oregon senate members current oregon house members  hopefully by november we can have an article on every current member of the oregon legislature  so feel free to turn a red link blue or expand an existing article  since it is an election year  there should be plenty of newspaper stories  plus  the state archives has this site that allows you to go back and see when they started serving and district info  plus at a minimum show they were a state legislator from a wp rs  and per wp bio  all state legislator s are notable so no need to worry about afd  as always  to opt out  opt in  or suggest future collaborative efforts  click here ,ccc8a656985a9842,0.0,0.0,0.0,train,0.0,0.0,0.0,0
149877,123829,what we still need to resolve is the npov discussion in the section above july utc ,9664b7d015dd9666,0.0,0.0,0.0,train,0.0,0.0,0.0,0
55124,49474, when doves cry please stop changing this article to credit the song to prince the revolution the song is a solo single by prince only  as he performed and recorded it himself the album liner notes  as well as the single  on the label  credit the song to prince only  and it also charted as prince only other songs on the purple rain soundtrack name checked the revolution  but not when doves cry thanks ,8449fbb41df5e72c,0.0,0.0,0.0,train,0.0,0.0,0.0,0
144384,32044,u cant block me i no where u live if u block me i will come round ur house and rape u up the ass,5526c13c4dfcbb57,0.0,1.0,1.0,train,0.0,1.0,1.0,1
72358,75585,dangerous curves not sure this should be in there  not yet at least  its  future  existence is denied by the bands official sources as of ,ca374a5ca000ea7b,0.0,0.0,0.0,train,0.0,0.0,0.0,0
151516,98487,why not list him between without a number  maybe just an with a footnote that says that he was the only acting secretary of war  otherwise  there is no way that anyone could get from this list to his page  and it leaves a hole in the list ,0edaacdb3279fbb0,0.0,0.0,0.0,train,0.0,0.0,0.0,0
136148,51225,thanks that clears it up ,89119ab066107f41,0.0,0.0,0.0,train,0.0,0.0,0.0,0
85343,131689,hi have copied another user s page which also crashed to a test page and edited it down to see if i could see where the problem was and this little bit that is left causes an ie crash  ,c093951180256789,0.0,0.0,0.0,train,0.0,0.0,0.0,0
116437,152325,on how crap you talk,8b963bd4d7225deb,0.0,0.0,1.0,train,0.0,0.0,1.0,1
88324,126761,i am being stalked by an admin how do you prevent an admin with too much time on his hands and very little sense from stalking you  why are neo cons so often deranged and unwilling to face the truth ,a5f303bea192b9e3,0.0,0.0,0.0,train,0.0,0.0,0.0,0
53680,143647, vandalize i would have ignored your message normally  and by ignore i mean let you live but why on earth would you call my edit vandalize while it obviously was not  i merely added a category that i thought was appropriate with absolutely no intent to vandalize you could ve said it was something you don t agree with  or even something that most people who edit here don t agree with  you could ve directed your warning at my  very real  threat  like the next time you threaten someone call me what you want  but i m not a petty vandalizer i usually feel lazy to cross international lines to do just one thing  but i m glad to tell you that you ve signed your own death warrant and as long as you and the guy who reverted it are in the same country  both of you can look forward to a painful death very shortly  ,00a3157f7c3a24eb,0.0,0.0,0.0,train,0.0,1.0,0.0,1
84988,105699,hi  please leave us a message  i think we created an article about us in the context of long island before but maybe it was deleted because it seemed like spam  can you just like  let us know before you do that  we are trying to help out  thanks sean at kempleton do t c o m,35890a0a3ae6b915,0.0,0.0,0.0,train,0.0,0.0,0.0,0
143451,63983,to me it seems that arimareiji s last two edits to this page amount to wp wikilawyering  particularly asserting that the technical interpretation of wikipedia policies and guidelines should override the principles they express  the important wp principle is wp npov  if there is a npov article  i will be happy ,ab3b526ac1b32a7a,0.0,0.0,0.0,train,0.0,0.0,0.0,0
77801,117036,female foeticide in india subst uw disruptive ,7178a860f58ae2ca,0.0,0.0,0.0,train,0.0,0.0,0.0,0
79754,59801,gee  thanks  what happened to asking me about these edits here  or even looking at them in detail  before raising it for central discussion ,a01d2b8fe7d98365,0.0,0.0,0.0,train,0.0,0.0,0.0,0
84864,28576,hi  i have noticed that you are a dick any comment ,4bab9555682fc40c,0.0,1.0,0.0,train,0.0,0.0,1.0,1
67692,83619,brian brockmeyer ,dfc178e0c97967c5,0.0,0.0,0.0,train,0.0,0.0,0.0,0
122966,85909,re your comment  i was not concerned that women were concerned about the size of their penises  but rather the size of their partners  i don t think this is an outrageous comment  perhaps it was ambiguously worded jan utc ,e5c87170436e30a7,0.0,0.0,0.0,train,0.0,0.0,0.0,0
45553,2773, slash and backslash are the hands harms and o or o or is the face head or mouth  the first means frustration and the hands are on the head  hands in the hair while the second  o is a smile or contemplation with both hands under its chin  if you can try this or google images search  lol talk contribs ,0776a5eb40a20fa2,0.0,0.0,0.0,train,0.0,0.0,0.0,0
64894,104644,as for the original block ,2fcfdc0859be0353,0.0,0.0,0.0,train,0.0,0.0,0.0,0
87952,150867,i agree with first comment on expanding on the cultural and historical significance of this movement  i just added a small piece on parisian nightlife and its social implications during this time  however  this page has the possibility for  and could use  a lot more  maybe someone could talk about the french outlook on jazz and how it strained interracial relationships between the musicians  or how the rise in popularity of black culture did or did not change the sociopolitical standing of french africans ,734f741acc1cb8b0,0.0,0.0,0.0,train,0.0,0.0,0.0,0
111674,140909,no  but the bulgarians on the website are  what an appropriate title wouldn t you say  bul gay ria ,f20e31dca3860d1b,0.0,0.0,0.0,train,0.0,0.0,0.0,0
100574,80548,instead of saying such negative stuff  fix it if you don t have anything worthwhile to add  just don t make the comment ,d77fc7082b4d77f5,0.0,0.0,0.0,train,0.0,0.0,0.0,0
16558,67727, and thanks for congratulating me on the th edit  i guess there s now no hope left  regards talk ,b5330bde0357e38b,0.0,0.0,0.0,train,0.0,0.0,0.0,0
136875,129303,that s two more insults  this is where i ask you to please link to your previous account before june ,b3914d0003c1fa07,0.0,0.0,0.0,train,0.0,0.0,0.0,0
131962,113955,stop vandalizing posts please cite what you think is personal commentary so that it can be addressed  you are vandalizing my factual posts which were posed with the intent to educate this is a violation of wikipedia s rules ,617bba2c4fc7b9e3,0.0,0.0,0.0,train,0.0,0.0,0.0,0
11963,105337,  they are illegal immigrants they are illegal immigrants  so we must stop to use the term migrant in this article  because they are not  preceding unsigned comment added by ,338b80c25cdf7ec5,0.0,0.0,0.0,train,0.0,0.0,0.0,0
18443,58370, bhikshu is a sanskrit term  while in pali it is written bhikkhu ,9c3db54cf397f295,0.0,0.0,0.0,train,0.0,0.0,0.0,0
41905,64806, preceding unsigned comment added by talk contribs april not done  please establish a consensus for this alteration before using the  template  also  the use of  on the last row does not satisfy wp v  ,ad6c8778209200be,0.0,0.0,0.0,train,0.0,0.0,0.0,0
7812,152637,  monty hall problem now fullprot for one month  ,90510d5d5460217e,0.0,0.0,0.0,train,0.0,0.0,0.0,0
18072,116041, bahnfrend  one other suggestion  when you create that page  i d probably title it network length  rail just so it s clear what the topic of the page is in reference to  unless the article includes buses too  in which case i m not sure what the best title would be just a thought  ,6c7b872d3713d402,0.0,0.0,0.0,train,0.0,0.0,0.0,0
158786,99512,your edits to new york city your continued reversion of edits to new york city will place you in violation of wikipedia s three revert rule  if you continue to revert edits to this page  you will be subject to blocking ,145358c5cc6a6507,0.0,0.0,0.0,train,0.0,0.0,0.0,0
144382,20945,u annoyin biitch why u keep on revertin wat i jus did  smh loser ass cracka who wanna be puerto rican,3746b3d6ac243dee,1.0,1.0,1.0,train,1.0,0.0,1.0,1
137649,35977,the blacklist tom keen  are we sure his blacklist character is dead  his body wasn t at the scene when the fbi arrived  and the teaser for season suggests there s more of him  i haven t seen any of season yet so i don t know if he s still in the credits ,60253bf3ef040349,0.0,0.0,0.0,train,0.0,0.0,0.0,0
4490,59453,  i am totally in the wrong i replied further user talk june blue rasberry  ,9f40951e3833efef,0.0,0.0,0.0,train,0.0,0.0,0.0,0
155220,91563,you  dumb asz liberals think it s encyclopedic worthy to defend warren with findings of warren selected focus group of twelve fuck  ing people i can barely type this i m laughing my asz off so much at how blinded you are to your own biases and what a laughingstock you ve made of wiki  a good idea whose time has been destroyed by you aarp aged ass retentives that think you found your bunker hill here at wikipedia  lol ,f4d792dbfedb1a0c,0.0,1.0,1.0,train,0.0,0.0,1.0,1
17310,26028, articial oh man  it is very wonderful that anybody can edit wikipedia  anyway  just because people aren t being pants  shit tingly positive doesn t mean it s pov  ,44efbda37e1a7d6a,0.0,0.0,0.0,train,0.0,0.0,0.0,0
10670,19296,  thank you  the concept of forum shopping it completely nonsensical  arbcom rules say you must have taken other steps first  if you take these steps first it is not forum shopping i considered going to arbcom initially and deemed i had not yet suitably addressed the case  as for the analogy  i feel this is much more akin to accusing a police officer of corruption  watching his fellow officers back him up while criticizing the accuser s careful adherence to the law  and then going on to the district attorney or w hate ver  ,32f7b7fd8bfb6a4d,0.0,0.0,0.0,train,0.0,0.0,0.0,0
147578,99035,welcome hello  rajukc and welcome to wikipedia  thank you for your contributions  i hope you like the place and decide to stay  here are some pages that you might find helpful  the five pillars of wikipedia tutorial how to edit a page and how to develop articles how to create your first article  using the article wizard if you wish  manual of style i hope you enjoy editing here and being a wikipedian  please sign your messages on discussion pages using four tildes this will automatically insert your username and the date  if you need help  check out wikipedia questions  ask me on my talk page  or ask your question on this page and then place help me before the question  again  welcome  wikhead,11d62938670315ec,0.0,0.0,0.0,train,0.0,0.0,0.0,0
3599,129236,  great overview  probably could be mined for more additions to the article  reprinted from the journal humanities  ,b33d1cff09936b8c,0.0,0.0,0.0,train,0.0,0.0,0.0,0
1252,75771,  at the previous discussion here  there was a fairly clear consensus  particularly once you exclude the block evading sockpuppet  that these links are better suited to the geography section of the article than to the lead  if you have any new arguments that might change opinions about the matter  feel free to make them  but right now you re not  the linking guideline provides broad directives  but it is up to the editors at an individual article to decide how to apply these directives it would be ridiculous for the guideline to try to cover every single possible linking situation  ,cab82888560602e4,0.0,0.0,0.0,train,0.0,0.0,0.0,0
147787,9654,welcome i see your references  and i also see the prior decision to keep most of the nobility  hmm  ,198dfd1c73d6d863,0.0,0.0,0.0,train,0.0,0.0,0.0,0
100552,56282,inspiration did this film serve as inspiration for john cusack s film  the ice harvest the similarity between their names imply a connection ,9665e68d43caf64e,0.0,0.0,0.0,train,0.0,0.0,0.0,0
98893,120679,if you want to post rubbish about meyer moran here  you will have to prove first that the test includes a test of ultrasonics  david moran himself notes that his test is not a test of ultrasonics  and his test discs don t contain ultrasonics  ,858f4db45a133eb9,0.0,0.0,0.0,train,0.0,0.0,0.0,0
145037,118865,unless someone objects  i d like to go forward and delete this section let a clean slate develop,7b515bc53c27e77c,0.0,0.0,0.0,train,0.0,0.0,0.0,0
122479,152634,re  catholic bias in wikipedia i want to know how i can overcome these two problems  abusive use from wikipedia by catholics by example to term free distribution from bibles by protestants as a profane use from bible  or articles as spiritual warfare are edited in order to delete any reference to evangelical theologians ,904954cedf09f085,0.0,0.0,0.0,train,0.0,0.0,0.0,0
114094,119742,npov removed i ve removed the npov template  please use pov section for sections or pov statement for sentences  then detail issues here  this will help address them in a timely manner boy,803c71cd5b9aff0c,0.0,0.0,0.0,train,0.0,0.0,0.0,0
33551,154802, june utc  bustin  out of l seven was the one i forgot  there were also compilations  like reflections  and bustin out  both of which featured older hits  along with at least one new song  rick had another album  who s name escapes me  available only as an import  and a final studio album  released after his death  i ll try to get some of this together when i get time ,b3cf125304c25c7a,0.0,0.0,0.0,train,0.0,0.0,0.0,0
120347,131189,please stop if you continue to vandalize pages  you will be  block  from editing wikipedia ,bdf0507ae8b88a86,0.0,0.0,0.0,train,0.0,0.0,0.0,0
120923,62849,possibly but so is spelling ,a8270913ddb7d1ec,0.0,0.0,0.0,train,0.0,0.0,0.0,0
50919,39873, this brings to wikipedia site into sync with  http acronyms thefreedictionary com united states arbitration act of free dictionary,6a705d7a5eb48543,0.0,0.0,0.0,train,0.0,0.0,0.0,0
108580,135348,merge  this article should merge into the singapore grand prix article ,d3dcd42228bd853a,0.0,0.0,0.0,train,0.0,0.0,0.0,0
47550,64485, syro malabar liturgy and theology those who continued with east syrian theological and liturgical tradition and stayed faithful to the synod of diamper are known as the syro malabar catholic church in communion with the catholic church  from article  syro malabar catholic church did not stay in east syrian theological tradition they embraced roman catholic theology the old east syrian church and roman catholicism are aeons apart in many doctrines present syro malabar church has no uniform liturgy  some of its dioceses use a latinised form of liturgy and they are arguing for an indigenous indian liturgy  crisis is brewing in this church over matter of liturgy  see this  http w rediff com news sep kerala htm ,ac932aa4929313ff,0.0,0.0,0.0,train,0.0,0.0,0.0,0
43670,128173, reply  first  the tens of thousand more heavy oil than lightr crude is false  to get this figure  you probably included all organic content in the lithosphere  as if there was a remote chance to gzet anything usable from a km deep shale with of kerogen  you got confused light oil and conventionnal oil what you categorized as low grade oil is  for a large part  not oil at all  kerogen second  there is a important notion you ignored  net energy yeld  the vast majority of low grade fossil fuels like deep oil shale  would consume more energy to extract than they would give  already  the athabasca oil sands have a self consumption of about that could be reduced to some with advanced technology  the small sclae oil shale projects that were teste had a near zero net energy yields except in estonia  but the shales they used were among the richest known third  extraction rate is as important as reserves  non conventionnal oil  biodegraded oil  bitumen  oil heavier than water is very difficult to take out  kerogen from shale is even worst  even if these ressources are in the trillions of barrels  they won t provide much help if we can only get a few million barrels out per day fourth  non conventionnal has an high environmental cost  co  emeissions on a full cycle basis  from well to end use  are much higher  there are other problems like the destruction of ecosystems  for open pit production of both oil shale of oil sands water use  especially for oil shale water pollution  disposal of wastes  for oil shales these environmental costs would become catastrophic is non conventional production was to be upscaled to the same range of output than current conventional production  ,ad77d7a4a3f8b889,0.0,0.0,0.0,train,0.0,0.0,0.0,0
140264,138472,then why would you let me edit this page i understand the michael bolton page but seriously  you allow me to change the page that you set up to warn me about not editing rigght,e4d27cb59adfba77,0.0,0.0,0.0,train,0.0,0.0,0.0,0
33891,12794, keep kicking those vandals into outer orbit  thanks for warning about vandalism  munch this delicious treat  keep kicking those vandals into outer orbit  i ll send you a condom just message me  ,21eeccf2ea67d4bc,0.0,1.0,0.0,train,0.0,0.0,1.0,1
1375,58528,  because the current bold and italics setup on my talk page isn t too informative  i ve put together a chart for the download of nomination forms would you please check this page please note the confirmed column if you ve downloaded the forms that the chart says you have  please change the n to a y and if you ve done work that the chart says you ve not or if you ve not done work the chart says you have  please change the chart to reflect reality thanks  ,9cbb7e1e32e7158f,0.0,0.0,0.0,train,0.0,0.0,0.0,0
93520,154485,i m no expert  but i think use like that is allowed if the cd or the cd cover is actually discussed within the article text  another example is the famous sgt  pepper s lonely hearts club band record cover used in the beatles article ,ae8fc87c31131366,0.0,0.0,0.0,train,0.0,0.0,0.0,0
144459,79903,ucmma  if you know nothing about mixed martial arts then why are you interested in having a mma related page deleted  i think you should keep opinion like this to yourself if you offer nothing to the conversation  thank you,d5d33dbb75e19e9b,0.0,0.0,0.0,train,0.0,0.0,0.0,0
20270,138160, common sense well  the wikipedia is by far something different from what the original intent is and with all this happy everyone can edit things are getting out of hand with marketers in this particular case  it is one thing to have an illustration of a product  say a bowl of ketchup or some fries adorned with this sauce  and a totally different thing to publish the label of a producer as a good example fellow wikipedians guard this article and the others like it if you still wish to have an encyclopedia and not just some other yellow pages advert book ,e34cfda216b82c7b,0.0,0.0,0.0,train,0.0,0.0,0.0,0
28691,122620, i find myself exactly in the middle between incompetence and the underachieving god asher  incompetence is right  this is just too far beyond what you can dismiss with allegedly unless this somehow goes to criminal court  he ll always be able  under your interpretation  to get the benefit of allegedly and that s not likely but incompetence  the word disgraced while used all over  iswherever it is usedsimply loaded with personal opinion  and therefore  inappropriate here his fraud is now evident  let readers draw the disgraced conclusionor notfor themselves ,8fe822cc6230e583,0.0,0.0,0.0,train,0.0,0.0,0.0,0
18628,150267, blatently false descriptions i attempted to fix the blatently false description of combat knives as almost universaly utility tools and some of the other more rediculous statments about the fs knife being the only one designed for fighting  but was apperently over ruled by the ignorent for the record  the most important combat knife of thew vietnam are  the gerber mkii is not a utility knife  since that time the applegate fairbairn and many other combat knives have been designed primarily for fighting  ,69530b0700d1c682,0.0,0.0,0.0,train,0.0,0.0,0.0,0
37669,150794, notability of aislin band a tag has been placed on aislin band requesting that it be speedily deleted from wikipedia  this has been done because the article appears to be about a person  group of people  band  club  company  or web content  but it does not indicate how or why the subject is notable  that is  why an article about that subject should be included in an encyclopedia  under the criteria for speedy deletion  articles that do not assert the subject s importance or significance may be deleted at any time  please see the guidelines for what is generally accepted as notable  if you think that you can assert the notability of the subject  you may contest the deletion by adding  to the top of the page  just below the existing speedy deletion or db tag coupled with adding a note on the article s talk page explaining your position  but be aware that once tagged for speedy deletion  if the article meets the criterion it may be deleted without delay  please do not remove the speedy deletion tag yourself  but don t hesitate to add information to the article that would confirm the subject s notability under wikipedia guidelines for guidelines on specific types of articles  you may want to check out our criteria for biographies  for web sites  for bands  or for companies  feel free to leave a note on my talk page if you have any questions about this  talk ,722786f971abeef9,0.0,0.0,0.0,train,0.0,0.0,0.0,0
117378,81799,other rules i take allegations of homo sex ity about english monarchs very seriously  but you don t care  do you ,dac91debab10d480,0.0,0.0,0.0,train,0.0,0.0,0.0,0
3164,39548,  fuck you bitch i will go to your house and kill you with my gun ,698d3dec0969f44a,0.0,1.0,1.0,train,1.0,1.0,1.0,1
22901,111948, elimination order  bret s call out order contestantsepisodes ashleyashleybrittanyakelseyashleyjennytayaashleyashleymindytayamindytaya  beverlybeverlytayanatashanatashakamimindybeverlyjamiejamiejamietayamindy  brittaneybrittanyanatashafarrahfarrahjamiekamibrittanyamindytayamindyjamie  brittanyaconstandinafarrahashleykelseyashleybeverlyfarrahbrittanyabeverlybeverly  constandinafarrahashleytayatayamindyjamiejamiebeverlyashley  farrahkelseykelseybrittanyabrittanyatayaashleymindytayabrittanya  giamariabeverlymariamindybeverlyfarrahtayafarrah  heathermeganmindymindybeverlykelseykelseykelsey  kelseymelissamariamarciamarciafarrahbrittanyakami  marciamindybrittaneybeverlymariabrittanyajenny  marcynatashamarciabrittaneynatasha  mariasamanthamelissamelissa  megantayaconstandina  melissamarciamegan  mindybrittaneysamantha  natashagia  nikkiheather  samanthamarcy  stephanienikki  tayastephanie  jamie  jenny gay dino the contestant won the competition the contestant won a solo date with bret the contestant won a group date with bret the contestant was eliminated the contestant was going to receive a pass  but was eliminated  the contestant voluntarily withdrew from the competition the contestant won a date with bret  but was eliminated the contestant won a date with bret  but was eliminated before the elimination ceremony began the contestant was added by bret in episode ,56e3fdc01c3c5174,0.0,0.0,0.0,train,0.0,0.0,0.0,0
145432,133312,use in final fantasy vi should a point be added that an organ section of dancing mad was used in final fantasy vi as the music for ultimecia s castle it s pretty much the same piece ,c938802a27520551,0.0,0.0,0.0,train,0.0,0.0,0.0,0
150049,35924,when is this unblock going to be reviewed  its been an hour and a half since i posted it ,5ffeffbf9a35b8ee,0.0,0.0,0.0,train,0.0,0.0,0.0,0
159004,76402,your new version is indeed better  and in my opinion it is largely fine  i only made a minor addition  that the confession also states that the manner of change cannot be explained  since this was underlined in some of the sources shown earlier  ,cc8b38097b921594,0.0,0.0,0.0,train,0.0,0.0,0.0,0
158999,74922,your new food list articles  regarding list of dried foods  list of fish sauces  list of mustard brands  they are fantastic  well done  i ll see what i can find in china to add in the way of photos  best wishes ,c8757572bacb0563,0.0,0.0,0.0,train,0.0,0.0,0.0,0
138622,140255,the length of the new article bot output page varies depending on what it finds i m setting up a trial run at portal cheshire new articles bot page to see how it goes  also looking for problems with false positives  with rules at talk,ee728d81e510550d,0.0,0.0,0.0,train,0.0,0.0,0.0,0
28183,46307, i can think of several citations for the personality section  most of them quotes by jafar himself  i shall list them below jafar is portrayed as a megalomaniac  jafar himself crows the power  the absolute power  who will not hesitate to destroy anyone he perceives as a threat to his own sinister designs i think it s time to say goodbye to prince abubu he wears a metaphorical mask of normalcy throughout the film  establishing himself as a cool headed schemer and gaining the trust of those around him you are most gracious my liege i assure you your highness  it won t happen again despite his rather untrustworthy physical appearance  even with this mask  jafar s villainous tendencies tend to seep through and become apparent to the viewer  particularly in the opening sequence  where jafar displays no remorse in sending gazim the thief to his death in the cave of wonders  simply proclaiming that gazim was obviously less than worthy in a rather dry tone of voice  the deleted song humiliate the boy also establishes jafar as an emotional sadist  getting a laugh out of seeing another fellow s dreams turn into nightmares one by one and treating the genie in an especially harsh manner  one only has to watch the video  a link to which is provided  in which jafar viciously tugs the genie s beard several times whilst shouting orders like do as i say it is not until jafar gains control of the genie s lamp that he fully shows his true colors  becoming even more arrogant and short tempered with his subjects after usurping power from the sultan don t talk back to me you big blue lout  you are to do what i order you to do  slave it is this impulsive behavior that leads to his downfall  as he uses his third wish to become an omnipotent genie  unaware of the life inside the lamp that he now has to endure jafar is usually shown to be somewhat comedic and plucky  giving a slightly human side to his usual malevolence  a trait not often seen in disney villains even in his times of evil and cunning  proclaiming ew  when contemplating decapitation  this  however  doesn t keep jafar from having a sub par sense of humor himself  spurting several puns in a row while keeping aladdin and his friends from getting the lamp during the film s climax your time is up don t toy with me things are unraveling fast now  boy get the point i m just getting warmed up  this comical humor does not carry over in the film s direct to video sequel  which aimed to make jafar more sinister and ruthless  though it is referenced in jafar s role in hercules and the arabian night can t think of a citation for that last sentence so maybe we should leave that out  any thoughts ,7bb416237e397653,0.0,0.0,0.0,train,0.0,0.0,0.0,0
109429,49538,more info here and from a book that is now public domain  ,846c59687a59a2c2,0.0,0.0,0.0,train,0.0,0.0,0.0,0
8444,134921,  now about haze i think that using native resolution in the infobox is irrelevant because we only know this so called native resolution for few mediatic sd games such as halo cod haze and ninja gaiden we only have two confirmed  developer speech source  resolution  one is halo the other is haze  great we can t use the native resolution for all games until that pixel counter stir up the  shit  out of his forum  so i suggest to replace the useless native resolution with video output which is more user friendly  no one will display native resolution on his tv set but will see what his console s outputting  and the ps  outputs different hd resolutions unlike the xbox  ,d1938974644f5881,0.0,0.0,0.0,train,0.0,0.0,0.0,0
122779,11360,re chat al is good  trying to find some references sources for the ciudad seva article i created  i m having trouble finding info on the site other than the site itself and lln is out of the country traveling  and will be for the following weeks  i think i ve hit a troublesome obstacle  other than that i m cool  i aded the tag you said to the image of the flag  i wasen t aware it needed that to be used by all  c yopu around ,1e1070060a2f777c,0.0,0.0,0.0,train,0.0,0.0,0.0,0
21466,111546, decline under the circumstances  i suggest that you consider following the standard offer approach ,54bb3a15477f2711,0.0,0.0,0.0,train,0.0,0.0,0.0,0
3010,123871,  fuck u  cunt leave my stephen thomson page alone i was trying to get alot of information and u sit there on your  cunt  like ass saying that its too short well fuck off and tell the other users delete my page to fuck off and leave the page alone,96908d36362e5cb5,0.0,1.0,1.0,train,0.0,0.0,1.0,1
34653,13953, littering hello i noticed that you dropped some bytes during your last visit to my talk page  so i thought i should return them  here this is also quite relevant please try not to litter in the future  ,24cdb3726ad95580,0.0,0.0,0.0,train,0.0,0.0,0.0,0
2024,117308,  deadly radiation may cause human extinction ,72d47c9680cf5488,0.0,0.0,0.0,train,0.0,0.0,0.0,0
132552,64101,surbold textitalic textlink title  nick is the biggest gimp ever  rounding,ab8aa9918be099d8,0.0,0.0,0.0,train,0.0,0.0,0.0,0
129804,10480,so your openly hostile attitude about as should take precedent  who are you to judge any part of this article  your track record on applying wp rules and polices to this article is abysmal  you are not familiar with the subject matter  your judgement is clouded by your hostile attitude  and you have absolutely no idea about the position of as in the field of economics at large  what are you still doing here ,1baed817789be85c,0.0,0.0,0.0,train,0.0,0.0,0.0,0
